Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-29282,00000418,false,Rx,0,8,D7,02,59,FE,AC,FF,1E,00,
-29276,00000418,false,Rx,0,8,CB,02,69,FE,89,FF,22,00,
-29261,00000418,false,Rx,0,8,D9,02,69,FE,6C,FF,2B,00,
-29256,00000418,false,Rx,0,8,E9,02,67,FE,7C,FF,2F,00,
-29256,00000418,false,Rx,0,8,D9,02,53,FE,97,FF,2D,00,
-29252,00000418,false,Rx,0,8,D5,02,58,FE,AC,FF,29,00,
-29243,00000418,false,Rx,0,8,C9,02,6D,FE,99,FF,26,00,
-29240,00000418,false,Rx,0,8,D0,02,66,FE,72,FF,26,00,
-29233,00000418,false,Rx,0,8,E2,02,63,FE,69,FF,26,00,
-29225,00000418,false,Rx,0,8,EB,02,5F,FE,74,FF,25,00,
-29217,00000418,false,Rx,0,8,EE,02,50,FE,86,FF,26,00,
-29211,00000418,false,Rx,0,8,E7,02,48,FE,A0,FF,2A,00,
-29204,00000418,false,Rx,0,8,E0,02,5A,FE,A6,FF,2B,00,
-29198,00000418,false,Rx,0,8,D5,02,55,FE,B4,FF,27,00,
-29186,00000418,false,Rx,0,8,CE,02,5F,FE,B4,FF,21,00,
-28922,00000418,false,Rx,0,8,B6,02,6B,FE,9B,FF,20,00,
-28907,00000418,false,Rx,0,8,B4,02,61,FE,9D,FF,25,00,
-28900,00000418,false,Rx,0,8,B5,02,69,FE,94,FF,2A,00,
-28900,00000418,false,Rx,0,8,C3,02,78,FE,78,FF,28,00,
-28896,00000418,false,Rx,0,8,C5,02,7D,FE,7D,FF,22,00,
-28891,00000418,false,Rx,0,8,C6,02,70,FE,7F,FF,1D,00,
-28883,00000418,false,Rx,0,8,CC,02,70,FE,7B,FF,1D,00,
-28876,00000418,false,Rx,0,8,CB,02,68,FE,7F,FF,21,00,
-28872,00000418,false,Rx,0,8,CC,02,69,FE,82,FF,24,00,
-28866,00000418,false,Rx,0,8,CE,02,71,FE,7B,FF,25,00,
-28858,00000418,false,Rx,0,8,CC,02,6A,FE,83,FF,22,00,
-28852,00000418,false,Rx,0,8,CB,02,6A,FE,7F,FF,1E,00,
-28844,00000418,false,Rx,0,8,CD,02,6E,FE,80,FF,1B,00,
-28836,00000418,false,Rx,0,8,CD,02,6A,FE,80,FF,1A,00,
-28828,00000418,false,Rx,0,8,CD,02,69,FE,81,FF,1B,00,
-28819,00000418,false,Rx,0,8,C9,02,6F,FE,8D,FF,1D,00,
-28813,00000418,false,Rx,0,8,CF,02,4B,FE,A5,FF,1F,00,
-29052,00000418,false,Rx,0,8,E0,02,49,FE,C5,FF,20,00,
-29052,00000418,false,Rx,0,8,E1,02,54,FE,B8,FF,1F,00,
-29048,00000418,false,Rx,0,8,E0,02,4C,FE,BA,FF,1E,00,
-29041,00000418,false,Rx,0,8,E0,02,4D,FE,B3,FF,1E,00,
-29031,00000418,false,Rx,0,8,E3,02,50,FE,C1,FF,21,00,
-29027,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-29026,00000418,false,Rx,0,8,E0,02,4B,FE,B8,FF,27,00,
-29022,00000418,false,Rx,0,8,E0,02,4D,FE,B7,FF,2C,00,
-29016,00000418,false,Rx,0,8,E0,02,4E,FE,BA,FF,2E,00,
-29006,00000418,false,Rx,0,8,E2,02,4B,FE,BE,FF,2C,00,
-29001,00000418,false,Rx,0,8,E0,02,4A,FE,B8,FF,2A,00,
-28994,00000418,false,Rx,0,8,E0,02,4D,FE,BD,FF,29,00,
-28988,00000418,false,Rx,0,8,DF,02,4A,FE,BC,FF,29,00,
-28976,00000418,false,Rx,0,8,E2,02,4A,FE,BD,FF,27,00,
-28968,00000418,false,Rx,0,8,E2,02,4C,FE,C1,FF,21,00,
-28953,00000418,false,Rx,0,8,DF,02,4C,FE,B7,FF,1B,00,
-28948,00000418,false,Rx,0,8,E1,02,49,FE,BA,FF,17,00,
-28948,00000418,false,Rx,0,8,E1,02,4F,FE,B8,FF,15,00,
-28939,00000418,false,Rx,0,8,DE,02,4A,FE,B6,FF,16,00,
-28935,00000418,false,Rx,0,8,E4,02,4D,FE,C4,FF,18,00,
-28930,00000418,false,Rx,0,8,E2,02,4B,FE,BA,FF,18,00,
-28669,00000418,false,Rx,0,8,DF,02,4E,FE,B9,FF,15,00,
-28662,00000418,false,Rx,0,8,E2,02,49,FE,BD,FF,11,00,
-28654,00000418,false,Rx,0,8,E5,02,4C,FE,BE,FF,12,00,
-28647,00000418,false,Rx,0,8,D5,02,4B,FE,B9,FF,1B,00,
-28641,00000418,false,Rx,0,8,D3,02,52,FE,B5,FF,2A,00,
-28632,00000418,false,Rx,0,8,C7,02,68,FE,C5,FF,36,00,
-28623,00000418,false,Rx,0,8,A6,02,72,FE,98,FF,3A,00,
-28616,00000418,false,Rx,0,8,A4,02,70,FE,93,FF,38,00,
-28610,00000418,false,Rx,0,8,AD,02,77,FE,8C,FF,34,00,
-28593,00000418,false,Rx,0,8,BF,02,78,FE,7C,FF,34,00,
-28588,00000418,false,Rx,0,8,C2,02,6F,FE,74,FF,36,00,
-28588,00000418,false,Rx,0,8,CC,02,77,FE,70,FF,36,00,
-28583,00000418,false,Rx,0,8,CB,02,79,FE,67,FF,35,00,
-28578,00000418,false,Rx,0,8,DA,02,6F,FE,5D,FF,34,00,
-28572,00000418,false,Rx,0,8,D9,02,6D,FE,40,FF,34,00,
-28564,00000418,false,Rx,0,8,E7,02,5F,FE,5D,FF,35,00,
-28558,00000418,false,Rx,0,8,FD,02,57,FE,80,FF,37,00,
-28548,00000418,false,Rx,0,8,FE,02,54,FE,86,FF,37,00,
-28800,00000418,false,Rx,0,8,E7,02,56,FE,A9,FF,36,00,
-28792,00000418,false,Rx,0,8,DA,02,52,FE,99,FF,33,00,
-28786,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-28777,00000418,false,Rx,0,8,DC,02,58,FE,C6,FF,30,00,
-28770,00000418,false,Rx,0,8,BD,02,70,FE,8B,FF,30,00,
-28764,00000418,false,Rx,0,8,CE,02,70,FE,77,FF,30,00,
-28754,00000418,false,Rx,0,8,D7,02,68,FE,70,FF,32,00,
-28749,00000418,false,Rx,0,8,E5,02,62,FE,6D,FF,33,00,
-28749,00000418,false,Rx,0,8,E5,02,4B,FE,96,FF,33,00,
-28744,00000418,false,Rx,0,8,DD,02,56,FE,A4,FF,32,00,
-28737,00000418,false,Rx,0,8,D4,02,60,FE,B4,FF,30,00,
-28729,00000418,false,Rx,0,8,BE,02,63,FE,93,FF,2E,00,
-28724,00000418,false,Rx,0,8,CB,02,70,FE,79,FF,2F,00,
-28713,00000418,false,Rx,0,8,D2,02,6F,FE,6D,FF,34,00,
-28704,00000418,false,Rx,0,8,D7,02,6B,FE,62,FF,39,00,
-28697,00000418,false,Rx,0,8,EA,02,5C,FE,6E,FF,3A,00,
-28405,00000418,false,Rx,0,8,EA,02,5A,FE,8F,FF,36,00,
-28395,00000418,false,Rx,0,8,DF,02,55,FE,A0,FF,2F,00,
-28395,00000418,false,Rx,0,8,D7,02,56,FE,AB,FF,2A,00,
-28395,00000418,false,Rx,0,8,CA,02,7A,FE,A2,FF,2D,00,
-28395,00000418,false,Rx,0,8,C7,02,6B,FE,80,FF,37,00,
-28395,00000418,false,Rx,0,8,D3,02,6C,FE,73,FF,42,00,
-28391,00000418,false,Rx,0,8,DD,02,70,FE,63,FF,46,00,
-28380,00000418,false,Rx,0,8,EB,02,57,FE,78,FF,40,00,
-28371,00000418,false,Rx,0,8,E6,02,4F,FE,9D,FF,32,00,
-28370,00000418,false,Rx,0,8,DB,02,5D,FE,A7,FF,24,00,
-28364,00000418,false,Rx,0,8,CE,02,5C,FE,A9,FF,1E,00,
-28360,00000418,false,Rx,0,8,C7,02,6F,FE,88,FF,21,00,
-28352,00000418,false,Rx,0,8,D1,02,71,FE,6E,FF,27,00,
-28346,00000418,false,Rx,0,8,D8,02,6A,FE,60,FF,2A,00,
-28340,00000418,false,Rx,0,8,ED,02,5B,FE,7B,FF,27,00,
-28331,00000418,false,Rx,0,8,E1,02,5C,FE,9A,FF,23,00,
-28325,00000418,false,Rx,0,8,D6,02,5E,FE,A7,FF,21,00,
-28316,00000418,false,Rx,0,8,C3,02,6D,FE,8F,FF,20,00,
-28307,00000418,false,Rx,0,8,CF,02,76,FE,71,FF,1F,00,
-28302,00000418,false,Rx,0,8,DD,02,6A,FE,56,FF,1D,00,
-28289,00000418,false,Rx,0,8,EF,02,5B,FE,85,FF,1E,00,
-28541,00000418,false,Rx,0,8,E3,02,59,FE,9F,FF,25,00,
-28534,00000418,false,Rx,0,8,D1,02,5F,FE,A8,FF,2C,00,
-28528,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-28528,00000418,false,Rx,0,8,C3,02,74,FE,7E,FF,2D,00,
-28524,00000418,false,Rx,0,8,D2,02,74,FE,66,FF,26,00,
-28520,00000418,false,Rx,0,8,E5,02,62,FE,63,FF,1C,00,
-28514,00000418,false,Rx,0,8,E6,02,5B,FE,85,FF,19,00,
-28500,00000418,false,Rx,0,8,D7,02,5B,FE,A6,FF,1C,00,
-28492,00000418,false,Rx,0,8,C3,02,73,FE,81,FF,22,00,
-28488,00000418,false,Rx,0,8,CB,02,76,FE,67,FF,25,00,
-28484,00000418,false,Rx,0,8,DF,02,6C,FE,5D,FF,25,00,
-28477,00000418,false,Rx,0,8,EF,02,61,FE,78,FF,26,00,
-28465,00000418,false,Rx,0,8,E2,02,5C,FE,A0,FF,25,00,
-28461,00000418,false,Rx,0,8,D3,02,60,FE,A5,FF,21,00,
-28456,00000418,false,Rx,0,8,C4,02,77,FE,79,FF,1A,00,
-28443,00000418,false,Rx,0,8,CE,02,73,FE,66,FF,19,00,
-28433,00000418,false,Rx,0,8,DE,02,6D,FE,59,FF,1F,00,
-28427,00000418,false,Rx,0,8,E4,02,5E,FE,88,FF,2A,00,
-28427,00000418,false,Rx,0,8,DA,02,5B,FE,93,FF,2C,00,
-28422,00000418,false,Rx,0,8,D1,02,69,FE,99,FF,23,00,
-28157,00000418,false,Rx,0,8,D1,02,7B,FE,76,FF,15,00,
-28152,00000418,false,Rx,0,8,D5,02,78,FE,5D,FF,12,00,
-28137,00000418,false,Rx,0,8,E6,02,67,FE,66,FF,1F,00,
-28134,00000418,false,Rx,0,8,E6,02,62,FE,86,FF,2E,00,
-28121,00000418,false,Rx,0,8,DD,02,5D,FE,92,FF,31,00,
-28112,00000418,false,Rx,0,8,CA,02,72,FE,8A,FF,24,00,
-28106,00000418,false,Rx,0,8,CA,02,7F,FE,76,FF,17,00,
-28106,00000418,false,Rx,0,8,CC,02,75,FE,4F,FF,19,00,
-28098,00000418,false,Rx,0,8,EE,02,61,FE,71,FF,26,00,
-28079,00000418,false,Rx,0,8,E9,02,67,FE,8A,FF,2F,00,
-28079,00000418,false,Rx,0,8,D7,02,68,FE,A5,FF,2A,00,
-28073,00000418,false,Rx,0,8,C3,02,7A,FE,6D,FF,1C,00,
-28073,00000418,false,Rx,0,8,CA,02,87,FE,57,FF,16,00,
-28065,00000418,false,Rx,0,8,DE,02,71,FE,4F,FF,21,00,
-28060,00000418,false,Rx,0,8,EF,02,61,FE,6C,FF,30,00,
-28051,00000418,false,Rx,0,8,DF,02,6B,FE,90,FF,33,00,
-28045,00000418,false,Rx,0,8,D6,02,65,FE,98,FF,26,00,
-28034,00000418,false,Rx,0,8,C9,02,77,FE,73,FF,18,00,
-28285,00000418,false,Rx,0,8,CF,02,83,FE,65,FF,19,00,
-28278,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-28274,00000418,false,Rx,0,8,D1,02,78,FE,5B,FF,28,00,
-28273,00000418,false,Rx,0,8,E6,02,64,FE,64,FF,34,00,
-28265,00000418,false,Rx,0,8,E5,02,68,FE,74,FF,2C,00,
-28260,00000418,false,Rx,0,8,D6,02,6B,FE,99,FF,17,00,
-28252,00000418,false,Rx,0,8,BD,02,80,FE,70,FF,09,00,
-28239,00000418,false,Rx,0,8,CE,02,84,FE,56,FF,12,00,
-28232,00000418,false,Rx,0,8,DC,02,72,FE,4A,FF,29,00,
-28232,00000418,false,Rx,0,8,E9,02,67,FE,6A,FF,35,00,
-28224,00000418,false,Rx,0,8,DC,02,6B,FE,7D,FF,2A,00,
-28218,00000418,false,Rx,0,8,DB,02,63,FE,83,FF,13,00,
-28211,00000418,false,Rx,0,8,C8,02,77,FE,7D,FF,0A,00,
-28203,00000418,false,Rx,0,8,C6,02,8B,FE,64,FF,19,00,
-28190,00000418,false,Rx,0,8,CC,02,81,FE,48,FF,30,00,
-28184,00000418,false,Rx,0,8,E3,02,6E,FE,47,FF,37,00,
-28163,00000418,false,Rx,0,8,E5,02,6E,FE,6E,FF,28,00,
-27902,00000418,false,Rx,0,8,D4,02,6B,FE,76,FF,18,00,
-27902,00000418,false,Rx,0,8,D6,02,6A,FE,7E,FF,1B,00,
-27902,00000418,false,Rx,0,8,C9,02,83,FE,7A,FF,31,00,
-27897,00000418,false,Rx,0,8,C4,02,88,FE,5D,FF,43,00,
-27881,00000418,false,Rx,0,8,CB,02,88,FE,49,FF,3F,00,
-27876,00000418,false,Rx,0,8,E0,02,7F,FE,45,FF,27,00,
-27876,00000418,false,Rx,0,8,E5,02,6F,FE,4D,FF,11,00,
-27867,00000418,false,Rx,0,8,DE,02,68,FE,68,FF,11,00,
-27855,00000418,false,Rx,0,8,E1,02,69,FE,6C,FF,24,00,
-27839,00000418,false,Rx,0,8,D9,02,68,FE,84,FF,36,00,
-27838,00000418,false,Rx,0,8,C9,02,79,FE,8E,FF,37,00,
-27832,00000418,false,Rx,0,8,B7,02,7E,FE,65,FF,27,00,
-27831,00000418,false,Rx,0,8,C9,02,88,FE,4B,FF,18,00,
-27823,00000418,false,Rx,0,8,C6,02,87,FE,56,FF,1A,00,
-27815,00000418,false,Rx,0,8,C8,02,8A,FE,26,FF,2D,00,
-27805,00000418,false,Rx,0,8,E4,02,6B,FE,36,FF,40,00,
-27805,00000418,false,Rx,0,8,EB,02,6D,FE,63,FF,3F,00,
-27799,00000418,false,Rx,0,8,DB,02,75,FE,61,FF,29,00,
-27793,00000418,false,Rx,0,8,D6,02,6D,FE,6C,FF,10,00,
-28032,00000418,false,Rx,0,8,D6,02,6C,FE,89,FF,0A,00,
-28026,00000418,false,Rx,0,8,BD,02,84,FE,7E,FF,1E,00,
-28025,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-28025,00000418,false,Rx,0,8,B3,02,87,FE,56,FF,3B,00,
-28013,00000418,false,Rx,0,8,C9,02,96,FE,40,FF,49,00,
-28008,00000418,false,Rx,0,8,CA,02,88,FE,4D,FF,3E,00,
-27998,00000418,false,Rx,0,8,D0,02,8C,FE,30,FF,24,00,
-27993,00000418,false,Rx,0,8,D6,02,7E,FE,28,FF,11,00,
-27988,00000418,false,Rx,0,8,F0,02,74,FE,53,FF,11,00,
-27982,00000418,false,Rx,0,8,ED,02,77,FE,4D,FF,23,00,
-27975,00000418,false,Rx,0,8,E1,02,64,FE,66,FF,3C,00,
-27970,00000418,false,Rx,0,8,E8,02,65,FE,70,FF,4C,00,
-27958,00000418,false,Rx,0,8,D5,02,73,FE,81,FF,4B,00,
-27950,00000418,false,Rx,0,8,D2,02,68,FE,86,FF,3A,00,
-27943,00000418,false,Rx,0,8,DA,02,6C,FE,8B,FF,23,00,
-27943,00000418,false,Rx,0,8,B5,02,83,FE,7A,FF,12,00,
-27933,00000418,false,Rx,0,8,AB,02,7F,FE,6B,FF,10,00,
-27926,00000418,false,Rx,0,8,B9,02,83,FE,59,FF,1C,00,
-27919,00000418,false,Rx,0,8,C3,02,96,FE,4B,FF,2F,00,
-27911,00000418,false,Rx,0,8,BC,02,92,FE,49,FF,41,00,
-27648,00000418,false,Rx,0,8,CD,02,8B,FE,38,FF,4F,00,
-27642,00000418,false,Rx,0,8,CB,02,96,FE,29,FF,54,00,
-27630,00000418,false,Rx,0,8,C0,02,91,FE,28,FF,4C,00,
-27613,00000418,false,Rx,0,8,E3,02,7D,FE,37,FF,37,00,
-27613,00000418,false,Rx,0,8,F4,02,78,FE,42,FF,1F,00,
-27609,00000418,false,Rx,0,8,E3,02,6C,FE,59,FF,13,00,
-27609,00000418,false,Rx,0,8,D3,02,72,FE,61,FF,19,00,
-27600,00000418,false,Rx,0,8,D5,02,78,FE,6F,FF,2B,00,
-27588,00000418,false,Rx,0,8,D4,02,6D,FE,86,FF,3E,00,
-27570,00000418,false,Rx,0,8,BE,02,84,FE,7B,FF,4A,00,
-27570,00000418,false,Rx,0,8,A8,02,9B,FE,50,FF,51,00,
-27564,00000418,false,Rx,0,8,BC,02,92,FE,3F,FF,54,00,
-27564,00000418,false,Rx,0,8,CC,02,8C,FE,3F,FF,50,00,
-27560,00000418,false,Rx,0,8,CF,02,96,FE,20,FF,44,00,
-27556,00000418,false,Rx,0,8,DC,02,7E,FE,44,FF,33,00,
-27542,00000418,false,Rx,0,8,EC,02,79,FE,4A,FF,22,00,
-27532,00000418,false,Rx,0,8,E5,02,70,FE,66,FF,15,00,
-27527,00000418,false,Rx,0,8,D3,02,72,FE,72,FF,0D,00,
-27527,00000418,false,Rx,0,8,C6,02,80,FE,77,FF,0E,00,
-27776,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-27771,00000418,false,Rx,0,8,B1,02,91,FE,55,FF,18,00,
-27765,00000418,false,Rx,0,8,BF,02,92,FE,38,FF,28,00,
-27750,00000418,false,Rx,0,8,C7,02,90,FE,40,FF,36,00,
-27745,00000418,false,Rx,0,8,C5,02,96,FE,2F,FF,3E,00,
-27745,00000418,false,Rx,0,8,D7,02,80,FE,31,FF,43,00,
-27740,00000418,false,Rx,0,8,D9,02,77,FE,4E,FF,4A,00,
-27731,00000418,false,Rx,0,8,DF,02,7B,FE,65,FF,54,00,
-27721,00000418,false,Rx,0,8,CD,02,77,FE,68,FF,5C,00,
-27717,00000418,false,Rx,0,8,BB,02,8D,FE,68,FF,5C,00,
-27709,00000418,false,Rx,0,8,B3,02,9D,FE,3D,FF,52,00,
-27702,00000418,false,Rx,0,8,BE,02,97,FE,33,FF,3F,00,
-27696,00000418,false,Rx,0,8,CC,02,91,FE,1D,FF,2A,00,
-27691,00000418,false,Rx,0,8,D4,02,89,FE,28,FF,18,00,
-27681,00000418,false,Rx,0,8,DF,02,81,FE,38,FF,11,00,
-27670,00000418,false,Rx,0,8,D5,02,76,FE,55,FF,1A,00,
-27662,00000418,false,Rx,0,8,CB,02,85,FE,60,FF,2D,00,
-27662,00000418,false,Rx,0,8,C3,02,82,FE,64,FF,41,00,
-27651,00000418,false,Rx,0,8,BD,02,90,FE,59,FF,4E,00,
-27391,00000418,false,Rx,0,8,BA,02,9F,FE,39,FF,54,00,
-27380,00000418,false,Rx,0,8,C1,02,95,FE,2D,FF,51,00,
-27367,00000418,false,Rx,0,8,C6,02,99,FE,22,FF,43,00,
-27367,00000418,false,Rx,0,8,D6,02,85,FE,2B,FF,2D,00,
-27362,00000418,false,Rx,0,8,DB,02,7F,FE,3C,FF,19,00,
-27354,00000418,false,Rx,0,8,D3,02,78,FE,4A,FF,13,00,
-27349,00000418,false,Rx,0,8,CD,02,7C,FE,5B,FF,20,00,
-27344,00000418,false,Rx,0,8,C1,02,81,FE,6A,FF,37,00,
-27335,00000418,false,Rx,0,8,B1,02,92,FE,58,FF,4B,00,
-27331,00000418,false,Rx,0,8,AF,02,9B,FE,47,FF,54,00,
-27326,00000418,false,Rx,0,8,B4,02,9B,FE,29,FF,51,00,
-27319,00000418,false,Rx,0,8,BF,02,99,FE,20,FF,42,00,
-27309,00000418,false,Rx,0,8,C9,02,9A,FE,19,FF,2C,00,
-27303,00000418,false,Rx,0,8,D8,02,87,FE,21,FF,19,00,
-27293,00000418,false,Rx,0,8,E1,02,79,FE,35,FF,18,00,
-27288,00000418,false,Rx,0,8,DD,02,79,FE,55,FF,2B,00,
-27284,00000418,false,Rx,0,8,D1,02,7C,FE,5D,FF,47,00,
-27270,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-27520,00000418,false,Rx,0,8,C5,02,7A,FE,6A,FF,5C,00,
-27520,00000418,false,Rx,0,8,B1,02,8F,FE,60,FF,5F,00,
-27514,00000418,false,Rx,0,8,B0,02,9D,FE,45,FF,51,00,
-27508,00000418,false,Rx,0,8,B3,02,9F,FE,33,FF,3A,00,
-27501,00000418,false,Rx,0,8,BD,02,9B,FE,25,FF,25,00,
-27494,00000418,false,Rx,0,8,C9,02,9B,FE,16,FF,1B,00,
-27488,00000418,false,Rx,0,8,DD,02,80,FE,27,FF,20,00,
-27481,00000418,false,Rx,0,8,DA,02,7A,FE,3F,FF,32,00,
-27477,00000418,false,Rx,0,8,D5,02,84,FE,55,FF,48,00,
-27470,00000418,false,Rx,0,8,C7,02,77,FE,69,FF,57,00,
-27462,00000418,false,Rx,0,8,BA,02,8A,FE,61,FF,58,00,
-27453,00000418,false,Rx,0,8,AA,02,9F,FE,47,FF,4C,00,
-27443,00000418,false,Rx,0,8,B2,02,9A,FE,33,FF,37,00,
-27439,00000418,false,Rx,0,8,BD,02,9A,FE,1E,FF,23,00,
-27433,00000418,false,Rx,0,8,CA,02,9A,FE,0C,FF,1A,00,
-27422,00000418,false,Rx,0,8,DB,02,80,FE,2B,FF,20,00,
-27418,00000418,false,Rx,0,8,D8,02,77,FE,3B,FF,31,00,
-27412,00000418,false,Rx,0,8,D2,02,83,FE,56,FF,46,00,
-27403,00000418,false,Rx,0,8,C5,02,7D,FE,5F,FF,56,00,
-27397,00000418,false,Rx,0,8,B0,02,90,FE,57,FF,5F,00,
-27136,00000418,false,Rx,0,8,B5,02,A3,FE,3B,FF,5E,00,
-27130,00000418,false,Rx,0,8,BB,02,96,FE,27,FF,51,00,
-27122,00000418,false,Rx,0,8,C5,02,95,FE,18,FF,37,00,
-27115,00000418,false,Rx,0,8,DA,02,8E,FE,2B,FF,1D,00,
-27108,00000418,false,Rx,0,8,CD,02,7B,FE,45,FF,10,00,
-27099,00000418,false,Rx,0,8,C5,02,7D,FE,54,FF,17,00,
-27088,00000418,false,Rx,0,8,B9,02,92,FE,5F,FF,2B,00,
-27076,00000418,false,Rx,0,8,AB,02,96,FE,3D,FF,40,00,
-27063,00000418,false,Rx,0,8,B4,02,99,FE,2D,FF,51,00,
-27063,00000418,false,Rx,0,8,C5,02,9E,FE,0F,FF,59,00,
-27057,00000418,false,Rx,0,8,D1,02,84,FE,24,FF,57,00,
-27057,00000418,false,Rx,0,8,DA,02,7C,FE,3F,FF,47,00,
-27052,00000418,false,Rx,0,8,CC,02,82,FE,55,FF,2E,00,
-27037,00000418,false,Rx,0,8,C0,02,7C,FE,5D,FF,19,00,
-27031,00000418,false,Rx,0,8,AD,02,92,FE,52,FF,13,00,
-27025,00000418,false,Rx,0,8,B0,02,9F,FE,2E,FF,21,00,
-27017,00000418,false,Rx,0,8,BD,02,96,FE,0F,FF,39,00,
-27017,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-27010,00000418,false,Rx,0,8,C1,02,95,FE,09,FF,4F,00,
-27262,00000418,false,Rx,0,8,D7,02,85,FE,2B,FF,5B,00,
-27258,00000418,false,Rx,0,8,CA,02,7B,FE,3F,FF,59,00,
-27251,00000418,false,Rx,0,8,C0,02,80,FE,51,FF,47,00,
-27242,00000418,false,Rx,0,8,B7,02,91,FE,5D,FF,2C,00,
-27236,00000418,false,Rx,0,8,A2,02,9A,FE,33,FF,17,00,
-27231,00000418,false,Rx,0,8,AF,02,9C,FE,1F,FF,14,00,
-27226,00000418,false,Rx,0,8,BF,02,9B,FE,0D,FF,25,00,
-27209,00000418,false,Rx,0,8,C8,02,8B,FE,13,FF,40,00,
-27204,00000418,false,Rx,0,8,D6,02,7A,FE,32,FF,52,00,
-27193,00000418,false,Rx,0,8,CE,02,7A,FE,44,FF,51,00,
-27186,00000418,false,Rx,0,8,BD,02,87,FE,4F,FF,3D,00,
-27186,00000418,false,Rx,0,8,B0,02,88,FE,61,FF,25,00,
-27180,00000418,false,Rx,0,8,9C,02,97,FE,3B,FF,19,00,
-27175,00000418,false,Rx,0,8,A8,02,A0,FE,1F,FF,22,00,
-27169,00000418,false,Rx,0,8,AD,02,99,FE,24,FF,39,00,
-27159,00000418,false,Rx,0,8,B5,02,9A,FE,0E,FF,4F,00,
-27152,00000418,false,Rx,0,8,BB,02,A2,FE,FC,FE,53,00,
-27147,00000418,false,Rx,0,8,D3,02,87,FE,13,FF,42,00,
-27140,00000418,false,Rx,0,8,DD,02,80,FE,27,FF,26,00,
-26877,00000418,false,Rx,0,8,D2,02,81,FE,2E,FF,12,00,
-26858,00000418,false,Rx,0,8,CF,02,7F,FE,32,FF,15,00,
-26854,00000418,false,Rx,0,8,D2,02,7F,FE,2A,FF,2E,00,
-26853,00000418,false,Rx,0,8,D2,02,82,FE,2A,FF,4C,00,
-26848,00000418,false,Rx,0,8,CF,02,7C,FE,28,FF,5D,00,
-26842,00000418,false,Rx,0,8,D1,02,7F,FE,26,FF,54,00,
-26836,00000418,false,Rx,0,8,D3,02,82,FE,34,FF,3A,00,
-26829,00000418,false,Rx,0,8,D0,02,7D,FE,25,FF,20,00,
-26821,00000418,false,Rx,0,8,D1,02,81,FE,25,FF,17,00,
-26812,00000418,false,Rx,0,8,D0,02,86,FE,28,FF,25,00,
-26808,00000418,false,Rx,0,8,D1,02,7D,FE,24,FF,40,00,
-26801,00000418,false,Rx,0,8,D4,02,82,FE,25,FF,57,00,
-26792,00000418,false,Rx,0,8,D5,02,8D,FE,22,FF,5A,00,
-26781,00000418,false,Rx,0,8,CC,02,91,FE,1C,FF,48,00,
-26774,00000418,false,Rx,0,8,BF,02,97,FE,10,FF,2B,00,
-26764,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-26764,00000418,false,Rx,0,8,BC,02,9A,FE,22,FF,18,00,
-27008,00000418,false,Rx,0,8,B8,02,95,FE,22,FF,1A,00,
-27008,00000418,false,Rx,0,8,B9,02,97,FE,1A,FF,2B,00,
-27000,00000418,false,Rx,0,8,B3,02,96,FE,31,FF,3E,00,
-26995,00000418,false,Rx,0,8,BE,02,6D,FE,52,FF,4A,00,
-26987,00000418,false,Rx,0,8,CC,02,6E,FE,56,FF,52,00,
-26976,00000418,false,Rx,0,8,C8,02,79,FE,56,FF,59,00,
-26970,00000418,false,Rx,0,8,CA,02,6D,FE,54,FF,59,00,
-26965,00000418,false,Rx,0,8,CB,02,70,FE,52,FF,4F,00,
-26961,00000418,false,Rx,0,8,CC,02,77,FE,56,FF,3B,00,
-26956,00000418,false,Rx,0,8,C9,02,6E,FE,53,FF,2A,00,
-26951,00000418,false,Rx,0,8,CB,02,70,FE,50,FF,26,00,
-26942,00000418,false,Rx,0,8,CB,02,78,FE,56,FF,2C,00,
-26935,00000418,false,Rx,0,8,C9,02,6D,FE,53,FF,31,00,
-26929,00000418,false,Rx,0,8,CA,02,72,FE,56,FF,2F,00,
-26924,00000418,false,Rx,0,8,CD,02,75,FE,55,FF,2B,00,
-26909,00000418,false,Rx,0,8,C8,02,6D,FE,54,FF,2B,00,
-26905,00000418,false,Rx,0,8,CB,02,6F,FE,58,FF,30,00,
-26893,00000418,false,Rx,0,8,C9,02,7A,FE,5D,FF,33,00,
-26624,00000418,false,Rx,0,8,C4,02,6E,FE,6F,FF,31,00,
-26620,00000418,false,Rx,0,8,A6,02,87,FE,50,FF,2E,00,
-26620,00000418,false,Rx,0,8,A4,02,89,FE,4E,FF,30,00,
-26616,00000418,false,Rx,0,8,9D,02,8B,FE,46,FF,37,00,
-26607,00000418,false,Rx,0,8,9A,02,9C,FE,40,FF,3E,00,
