Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-24438,00000418,false,Rx,0,8,B6,02,86,FE,0E,FF,28,00,
-24431,00000418,false,Rx,0,8,B9,02,7A,FE,4F,FF,2A,00,
-24418,00000418,false,Rx,0,8,C1,02,85,FE,01,FF,25,00,
-24412,00000418,false,Rx,0,8,B2,02,7A,FE,50,FF,20,00,
-24408,00000418,false,Rx,0,8,BE,02,77,FE,05,FF,20,00,
-24403,00000418,false,Rx,0,8,B5,02,90,FE,55,FF,24,00,
-24393,00000418,false,Rx,0,8,C3,02,72,FE,FE,FE,27,00,
-24388,00000418,false,Rx,0,8,AE,02,84,FE,4A,FF,29,00,
-24374,00000418,false,Rx,0,8,C9,02,79,FE,2D,FF,2A,00,
-24367,00000418,false,Rx,0,8,B1,02,86,FE,15,FF,2A,00,
-24367,00000418,false,Rx,0,8,C1,02,6D,FE,48,FF,28,00,
-24360,00000418,false,Rx,0,8,B5,02,8E,FE,12,FF,24,00,
-24349,00000418,false,Rx,0,8,BA,02,70,FE,47,FF,1F,00,
-24337,00000418,false,Rx,0,8,BB,02,7C,FE,0D,FF,1C,00,
-24332,00000418,false,Rx,0,8,BA,02,82,FE,50,FF,1D,00,
-24332,00000418,false,Rx,0,8,BF,02,6D,FE,04,FF,1E,00,
-24326,00000418,false,Rx,0,8,B5,02,85,FE,3B,FF,1F,00,
-24063,00000418,false,Rx,0,8,C9,02,6D,FE,36,FF,1F,00,
-24054,00000418,false,Rx,0,8,B1,02,83,FE,20,FF,1F,00,
-24048,00000418,false,Rx,0,8,C4,02,6B,FE,42,FF,21,00,
-24042,00000418,false,Rx,0,8,B3,02,87,FE,0E,FF,23,00,
-24036,00000418,false,Rx,0,8,C2,02,73,FE,4D,FF,25,00,
-24026,00000418,false,Rx,0,8,B7,02,75,FE,0D,FF,26,00,
-24018,00000418,false,Rx,0,8,BD,02,89,FE,53,FF,27,00,
-24014,00000418,false,Rx,0,8,C2,02,6B,FE,00,FF,29,00,
-24008,00000418,false,Rx,0,8,B1,02,8D,FE,4D,FF,29,00,
-23983,00000418,false,Rx,0,8,D1,02,6E,FE,26,FF,28,00,
-23978,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-23977,00000418,false,Rx,0,8,A7,02,8D,FE,20,FF,27,00,
-23977,00000418,false,Rx,0,8,D2,02,6D,FE,43,FF,2A,00,
-23973,00000418,false,Rx,0,8,AF,02,96,FE,0D,FF,30,00,
-23968,00000418,false,Rx,0,8,C7,02,72,FE,44,FF,31,00,
-23964,00000418,false,Rx,0,8,B4,02,80,FE,05,FF,2B,00,
-23959,00000418,false,Rx,0,8,C2,02,77,FE,57,FF,22,00,
-23951,00000418,false,Rx,0,8,BB,02,7D,FE,03,FF,1C,00,
-23940,00000418,false,Rx,0,8,B8,02,7E,FE,4E,FF,1C,00,
-24187,00000418,false,Rx,0,8,BF,02,81,FE,04,FF,1F,00,
-24182,00000418,false,Rx,0,8,C0,02,6E,FE,51,FF,22,00,
-24172,00000418,false,Rx,0,8,B7,02,88,FE,11,FF,23,00,
-24169,00000418,false,Rx,0,8,BE,02,6F,FE,3C,FF,26,00,
-24164,00000418,false,Rx,0,8,B3,02,87,FE,13,FF,28,00,
-24150,00000418,false,Rx,0,8,C6,02,6A,FE,3A,FF,26,00,
-24142,00000418,false,Rx,0,8,B1,02,8A,FE,2F,FF,1E,00,
-24142,00000418,false,Rx,0,8,C3,02,70,FE,22,FF,18,00,
-24135,00000418,false,Rx,0,8,AE,02,7F,FE,3D,FF,19,00,
-24132,00000418,false,Rx,0,8,C7,02,71,FE,06,FF,1E,00,
-24125,00000418,false,Rx,0,8,B5,02,7B,FE,5F,FF,23,00,
-24115,00000418,false,Rx,0,8,BE,02,74,FE,F5,FE,26,00,
-24110,00000418,false,Rx,0,8,B4,02,7C,FE,55,FF,28,00,
-24094,00000418,false,Rx,0,8,C2,02,6E,FE,FC,FE,2B,00,
-24090,00000418,false,Rx,0,8,B2,02,77,FE,57,FF,2D,00,
-24087,00000418,false,Rx,0,8,C4,02,6D,FE,0E,FF,2A,00,
-24079,00000418,false,Rx,0,8,AD,02,81,FE,2D,FF,24,00,
-24070,00000418,false,Rx,0,8,C8,02,6B,FE,3C,FF,20,00,
-24065,00000418,false,Rx,0,8,B4,02,80,FE,19,FF,22,00,
-23806,00000418,false,Rx,0,8,BA,02,6B,FE,47,FF,27,00,
-23787,00000418,false,Rx,0,8,BE,02,77,FE,04,FF,29,00,
-23780,00000418,false,Rx,0,8,B9,02,77,FE,4F,FF,29,00,
-23779,00000418,false,Rx,0,8,BF,02,80,FE,01,FF,29,00,
-23774,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-23764,00000418,false,Rx,0,8,B2,02,7D,FE,38,FF,2A,00,
-23764,00000418,false,Rx,0,8,CC,02,63,FE,3D,FF,2C,00,
-23756,00000418,false,Rx,0,8,BB,02,88,FE,26,FF,2A,00,
-23750,00000418,false,Rx,0,8,BE,02,6A,FE,45,FF,25,00,
-23743,00000418,false,Rx,0,8,C2,02,7A,FE,17,FF,20,00,
-23736,00000418,false,Rx,0,8,BF,02,76,FE,4B,FF,1E,00,
-23732,00000418,false,Rx,0,8,B6,02,72,FE,06,FF,1D,00,
-23728,00000418,false,Rx,0,8,BD,02,7F,FE,4D,FF,19,00,
-23719,00000418,false,Rx,0,8,C2,02,74,FE,02,FF,14,00,
-23712,00000418,false,Rx,0,8,B7,02,87,FE,4F,FF,15,00,
-23707,00000418,false,Rx,0,8,C1,02,6B,FE,05,FF,1E,00,
-23698,00000418,false,Rx,0,8,B4,02,90,FE,3D,FF,2B,00,
-23683,00000418,false,Rx,0,8,C8,02,62,FE,15,FF,35,00,
-23927,00000418,false,Rx,0,8,AC,02,8C,FE,2B,FF,38,00,
-23927,00000418,false,Rx,0,8,CA,02,71,FE,2C,FF,35,00,
-23921,00000418,false,Rx,0,8,AA,02,8A,FE,1C,FF,32,00,
-23917,00000418,false,Rx,0,8,CD,02,68,FE,2A,FF,2D,00,
-23913,00000418,false,Rx,0,8,A8,02,93,FE,1B,FF,25,00,
-23907,00000418,false,Rx,0,8,C6,02,6B,FE,2F,FF,1B,00,
-23901,00000418,false,Rx,0,8,AE,02,8A,FE,11,FF,16,00,
-23884,00000418,false,Rx,0,8,CD,02,72,FE,3F,FF,1B,00,
-23877,00000418,false,Rx,0,8,AA,02,84,FE,04,FF,24,00,
-23871,00000418,false,Rx,0,8,C3,02,77,FE,43,FF,2B,00,
-23860,00000418,false,Rx,0,8,C8,02,7D,FE,14,FF,2B,00,
-23860,00000418,false,Rx,0,8,B9,02,82,FE,53,FF,25,00,
-23854,00000418,false,Rx,0,8,C0,02,6C,FE,FB,FE,1E,00,
-23833,00000418,false,Rx,0,8,AD,02,94,FE,36,FF,1A,00,
-23826,00000418,false,Rx,0,8,CF,02,67,FE,27,FF,18,00,
-23826,00000418,false,Rx,0,8,A6,02,8B,FE,10,FF,1A,00,
-23826,00000418,false,Rx,0,8,CC,02,72,FE,3B,FF,1E,00,
-23820,00000418,false,Rx,0,8,B4,02,89,FE,FF,FE,23,00,
-23814,00000418,false,Rx,0,8,C1,02,7A,FE,4A,FF,27,00,
-23552,00000418,false,Rx,0,8,BD,02,74,FE,F9,FE,29,00,
-23546,00000418,false,Rx,0,8,B5,02,85,FE,4D,FF,2A,00,
-23539,00000418,false,Rx,0,8,CF,02,67,FE,09,FF,2A,00,
-23529,00000418,false,Rx,0,8,A7,02,8C,FE,2E,FF,2A,00,
-23522,00000418,false,Rx,0,8,D0,02,6C,FE,30,FF,26,00,
-23516,00000418,false,Rx,0,8,AE,02,83,FE,11,FF,1F,00,
-23507,00000418,false,Rx,0,8,CE,02,6D,FE,47,FF,19,00,
-23502,00000418,false,Rx,0,8,B3,02,7D,FE,0E,FF,18,00,
-23497,00000418,false,Rx,0,8,C3,02,70,FE,4A,FF,1B,00,
-23492,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-23484,00000418,false,Rx,0,8,C5,02,79,FE,03,FF,1D,00,
-23479,00000418,false,Rx,0,8,B9,02,71,FE,51,FF,1E,00,
-23474,00000418,false,Rx,0,8,C1,02,79,FE,13,FF,1F,00,
-23468,00000418,false,Rx,0,8,BD,02,75,FE,4E,FF,21,00,
-23463,00000418,false,Rx,0,8,C6,02,73,FE,0E,FF,23,00,
-23455,00000418,false,Rx,0,8,BC,02,71,FE,4E,FF,22,00,
-23448,00000418,false,Rx,0,8,C1,02,80,FE,14,FF,21,00,
-23437,00000418,false,Rx,0,8,C0,02,6F,FE,43,FF,23,00,
-23429,00000418,false,Rx,0,8,BD,02,80,FE,07,FF,27,00,
-23425,00000418,false,Rx,0,8,C9,02,64,FE,4B,FF,2A,00,
-23677,00000418,false,Rx,0,8,B5,02,88,FE,13,FF,28,00,
-23669,00000418,false,Rx,0,8,CE,02,68,FE,39,FF,23,00,
-23651,00000418,false,Rx,0,8,B4,02,88,FE,2E,FF,20,00,
-23646,00000418,false,Rx,0,8,C5,02,70,FE,0A,FF,22,00,
-23646,00000418,false,Rx,0,8,C4,02,6F,FE,48,FF,28,00,
-23638,00000418,false,Rx,0,8,B3,02,8F,FE,17,FF,2D,00,
-23630,00000418,false,Rx,0,8,D4,02,6A,FE,3B,FF,2E,00,
-23625,00000418,false,Rx,0,8,B0,02,83,FE,47,FF,2B,00,
-23620,00000418,false,Rx,0,8,C3,02,78,FE,04,FF,27,00,
-23613,00000418,false,Rx,0,8,D4,02,6F,FE,43,FF,22,00,
-23604,00000418,false,Rx,0,8,A9,02,84,FE,43,FF,1E,00,
-23599,00000418,false,Rx,0,8,C3,02,78,FE,03,FF,1E,00,
-23592,00000418,false,Rx,0,8,CC,02,73,FE,36,FF,21,00,
-23581,00000418,false,Rx,0,8,AF,02,7D,FE,43,FF,26,00,
-23575,00000418,false,Rx,0,8,C0,02,79,FE,05,FF,29,00,
-23570,00000418,false,Rx,0,8,D5,02,70,FE,1D,FF,27,00,
-23565,00000418,false,Rx,0,8,BC,02,6A,FE,4E,FF,24,00,
-23556,00000418,false,Rx,0,8,AE,02,7B,FE,2F,FF,24,00,
-23290,00000418,false,Rx,0,8,C1,02,8D,FE,0E,FF,25,00,
-23286,00000418,false,Rx,0,8,CC,02,70,FE,1E,FF,25,00,
-23274,00000418,false,Rx,0,8,BE,02,6D,FE,40,FF,22,00,
-23274,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-23271,00000418,false,Rx,0,8,B9,02,81,FE,45,FF,1F,00,
-23263,00000418,false,Rx,0,8,BA,02,82,FE,0E,FF,21,00,
-23255,00000418,false,Rx,0,8,C5,02,80,FE,05,FF,26,00,
-23248,00000418,false,Rx,0,8,D4,02,75,FE,27,FF,28,00,
-23244,00000418,false,Rx,0,8,CA,02,64,FE,41,FF,23,00,
-23236,00000418,false,Rx,0,8,C6,02,65,FE,46,FF,1C,00,
-23231,00000418,false,Rx,0,8,B7,02,82,FE,41,FF,19,00,
-23223,00000418,false,Rx,0,8,B2,02,82,FE,18,FF,1E,00,
-23216,00000418,false,Rx,0,8,B3,02,89,FE,16,FF,23,00,
-23210,00000418,false,Rx,0,8,B6,02,8C,FE,0C,FF,24,00,
-23200,00000418,false,Rx,0,8,C6,02,70,FE,10,FF,22,00,
-23193,00000418,false,Rx,0,8,D9,02,6D,FE,23,FF,22,00,
-23184,00000418,false,Rx,0,8,D3,02,69,FE,39,FF,26,00,
-23177,00000418,false,Rx,0,8,CE,02,66,FE,2E,FF,2A,00,
-23172,00000418,false,Rx,0,8,CB,02,6A,FE,3D,FF,27,00,
-23420,00000418,false,Rx,0,8,C4,02,6E,FE,4E,FF,21,00,
-23417,00000418,false,Rx,0,8,C1,02,6B,FE,50,FF,1D,00,
-23406,00000418,false,Rx,0,8,B0,02,80,FE,42,FF,1F,00,
-23398,00000418,false,Rx,0,8,A4,02,88,FE,31,FF,24,00,
-23391,00000418,false,Rx,0,8,9D,02,80,FE,2B,FF,26,00,
-23385,00000418,false,Rx,0,8,A9,02,89,FE,1E,FF,22,00,
-23379,00000418,false,Rx,0,8,B4,02,8B,FE,24,FF,1D,00,
-23372,00000418,false,Rx,0,8,B4,02,84,FE,1B,FF,1A,00,
-23368,00000418,false,Rx,0,8,B3,02,86,FE,21,FF,1B,00,
-23360,00000418,false,Rx,0,8,B2,02,87,FE,1F,FF,1E,00,
-23354,00000418,false,Rx,0,8,B0,02,85,FE,20,FF,1E,00,
-23346,00000418,false,Rx,0,8,B0,02,84,FE,21,FF,1E,00,
-23338,00000418,false,Rx,0,8,AF,02,88,FE,21,FF,20,00,
-23325,00000418,false,Rx,0,8,AE,02,85,FE,25,FF,24,00,
-23320,00000418,false,Rx,0,8,AE,02,84,FE,26,FF,26,00,
-23315,00000418,false,Rx,0,8,AC,02,83,FE,2E,FF,22,00,
-23311,00000418,false,Rx,0,8,AA,02,7D,FE,2F,FF,1C,00,
-23303,00000418,false,Rx,0,8,BE,02,6A,FE,48,FF,18,00,
-23298,00000418,false,Rx,0,8,C6,02,69,FE,59,FF,1A,00,
-23033,00000418,false,Rx,0,8,C4,02,6A,FE,49,FF,20,00,
-23026,00000418,false,Rx,0,8,C5,02,6B,FE,43,FF,24,00,
-23021,00000418,false,Rx,0,8,C7,02,69,FE,45,FF,23,00,
-23013,00000418,false,Rx,0,8,C6,02,6B,FE,44,FF,20,00,
-23004,00000418,false,Rx,0,8,C7,02,6A,FE,45,FF,21,00,
-22995,00000418,false,Rx,0,8,CA,02,69,FE,4A,FF,24,00,
-22989,00000418,false,Rx,0,8,C9,02,68,FE,49,FF,27,00,
-22983,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-22983,00000418,false,Rx,0,8,C7,02,65,FE,43,FF,26,00,
-22972,00000418,false,Rx,0,8,CA,02,68,FE,46,FF,22,00,
-22965,00000418,false,Rx,0,8,C8,02,6A,FE,47,FF,1F,00,
-22961,00000418,false,Rx,0,8,C8,02,64,FE,4D,FF,1D,00,
-22955,00000418,false,Rx,0,8,CA,02,65,FE,51,FF,1B,00,
-22947,00000418,false,Rx,0,8,CB,02,67,FE,51,FF,17,00,
-22941,00000418,false,Rx,0,8,CB,02,62,FE,56,FF,14,00,
-22937,00000418,false,Rx,0,8,D3,02,64,FE,6A,FF,12,00,
-22927,00000418,false,Rx,0,8,C7,02,6B,FE,4E,FF,13,00,
-22923,00000418,false,Rx,0,8,BC,02,65,FE,55,FF,14,00,
-22916,00000418,false,Rx,0,8,BE,02,6B,FE,4F,FF,15,00,
-23163,00000418,false,Rx,0,8,BD,02,73,FE,51,FF,15,00,
-23156,00000418,false,Rx,0,8,BB,02,72,FE,5D,FF,12,00,
-23149,00000418,false,Rx,0,8,98,02,8A,FE,26,FF,10,00,
-23143,00000418,false,Rx,0,8,AA,02,93,FE,13,FF,11,00,
-23137,00000418,false,Rx,0,8,AA,02,85,FE,1C,FF,1A,00,
-23125,00000418,false,Rx,0,8,B3,02,8C,FE,18,FF,26,00,
-23121,00000418,false,Rx,0,8,B8,02,96,FE,14,FF,2E,00,
-23116,00000418,false,Rx,0,8,B6,02,8C,FE,11,FF,2C,00,
-23108,00000418,false,Rx,0,8,BD,02,90,FE,08,FF,24,00,
-23099,00000418,false,Rx,0,8,C6,02,84,FE,04,FF,1F,00,
-23091,00000418,false,Rx,0,8,C0,02,88,FE,ED,FE,21,00,
-23085,00000418,false,Rx,0,8,C0,02,89,FE,E8,FE,26,00,
-23081,00000418,false,Rx,0,8,D2,02,78,FE,04,FF,28,00,
-23069,00000418,false,Rx,0,8,D7,02,76,FE,18,FF,26,00,
-23062,00000418,false,Rx,0,8,DE,02,78,FE,17,FF,24,00,
-23054,00000418,false,Rx,0,8,DF,02,75,FE,23,FF,25,00,
-23045,00000418,false,Rx,0,8,CE,02,5A,FE,2D,FF,27,00,
-22784,00000418,false,Rx,0,8,C6,02,69,FE,40,FF,28,00,
-22775,00000418,false,Rx,0,8,C9,02,69,FE,58,FF,2B,00,
-22775,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-22763,00000418,false,Rx,0,8,C3,02,6D,FE,59,FF,31,00,
-22746,00000418,false,Rx,0,8,A5,02,76,FE,31,FF,37,00,
-22746,00000418,false,Rx,0,8,A4,02,7E,FE,2F,FF,38,00,
-22746,00000418,false,Rx,0,8,B3,02,83,FE,15,FF,32,00,
-22746,00000418,false,Rx,0,8,B8,02,86,FE,19,FF,28,00,
-22740,00000418,false,Rx,0,8,BA,02,90,FE,F5,FE,24,00,
-22732,00000418,false,Rx,0,8,B8,02,87,FE,F0,FE,28,00,
-22727,00000418,false,Rx,0,8,D4,02,75,FE,0B,FF,2D,00,
-22721,00000418,false,Rx,0,8,D8,02,72,FE,20,FF,2D,00,
-22712,00000418,false,Rx,0,8,C7,02,66,FE,39,FF,28,00,
-22707,00000418,false,Rx,0,8,C4,02,69,FE,37,FF,24,00,
-22699,00000418,false,Rx,0,8,BD,02,74,FE,3A,FF,23,00,
-22688,00000418,false,Rx,0,8,BB,02,6D,FE,52,FF,23,00,
-22684,00000418,false,Rx,0,8,BA,02,74,FE,52,FF,25,00,
-22676,00000418,false,Rx,0,8,A2,02,86,FE,36,FF,2C,00,
-22665,00000418,false,Rx,0,8,9F,02,82,FE,2D,FF,37,00,
-22658,00000418,false,Rx,0,8,A2,02,89,FE,18,FF,41,00,
-22905,00000418,false,Rx,0,8,AE,02,8F,FE,13,FF,40,00,
-22899,00000418,false,Rx,0,8,B3,02,91,FE,07,FF,36,00,
-22894,00000418,false,Rx,0,8,BF,02,88,FE,F9,FE,2B,00,
-22889,00000418,false,Rx,0,8,C8,02,8A,FE,E7,FE,24,00,
-22884,00000418,false,Rx,0,8,C3,02,87,FE,EB,FE,24,00,
-22877,00000418,false,Rx,0,8,D5,02,6F,FE,02,FF,26,00,
-22870,00000418,false,Rx,0,8,E2,02,6C,FE,19,FF,2A,00,
-22863,00000418,false,Rx,0,8,E2,02,67,FE,1B,FF,2D,00,
-22855,00000418,false,Rx,0,8,D5,02,61,FE,32,FF,2C,00,
-22850,00000418,false,Rx,0,8,D3,02,60,FE,34,FF,24,00,
-22841,00000418,false,Rx,0,8,D2,02,60,FE,37,FF,1A,00,
-22834,00000418,false,Rx,0,8,C2,02,6A,FE,45,FF,19,00,
-22828,00000418,false,Rx,0,8,BB,02,63,FE,60,FF,25,00,
-22816,00000418,false,Rx,0,8,B8,02,64,FE,5F,FF,36,00,
-22812,00000418,false,Rx,0,8,B7,02,6F,FE,61,FF,3C,00,
-22807,00000418,false,Rx,0,8,9A,02,7F,FE,38,FF,33,00,
-22801,00000418,false,Rx,0,8,94,02,86,FE,33,FF,22,00,
-22787,00000418,false,Rx,0,8,92,02,83,FE,2D,FF,17,00,
-22524,00000418,false,Rx,0,8,A2,02,8D,FE,16,FF,17,00,
-22520,00000418,false,Rx,0,8,A7,02,91,FE,11,FF,1E,00,
-22513,00000418,false,Rx,0,8,A9,02,8D,FE,0C,FF,24,00,
-22505,00000418,false,Rx,0,8,B9,02,8B,FE,03,FF,27,00,
-22501,00000418,false,Rx,0,8,B9,02,94,FE,E8,FE,26,00,
-22494,00000418,false,Rx,0,8,B9,02,8F,FE,E7,FE,24,00,
-22489,00000418,false,Rx,0,8,C5,02,77,FE,F2,FE,22,00,
-22474,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-22474,00000418,false,Rx,0,8,DF,02,72,FE,0F,FF,25,00,
-22467,00000418,false,Rx,0,8,E1,02,6F,FE,12,FF,30,00,
-22450,00000418,false,Rx,0,8,DC,02,69,FE,24,FF,3E,00,
-22450,00000418,false,Rx,0,8,CC,02,6C,FE,2D,FF,45,00,
-22450,00000418,false,Rx,0,8,C9,02,66,FE,2F,FF,41,00,
-22445,00000418,false,Rx,0,8,C0,02,6B,FE,3F,FF,37,00,
-22438,00000418,false,Rx,0,8,BF,02,6C,FE,63,FF,2F,00,
-22432,00000418,false,Rx,0,8,BB,02,65,FE,67,FF,2B,00,
-22426,00000418,false,Rx,0,8,B0,02,7C,FE,48,FF,28,00,
-22415,00000418,false,Rx,0,8,9A,02,8D,FE,2C,FF,24,00,
-22410,00000418,false,Rx,0,8,93,02,8B,FE,24,FF,24,00,
-22405,00000418,false,Rx,0,8,A0,02,88,FE,10,FF,2C,00,
-22653,00000418,false,Rx,0,8,AC,02,97,FE,11,FF,36,00,
-22647,00000418,false,Rx,0,8,A9,02,8E,FE,0D,FF,3B,00,
-22637,00000418,false,Rx,0,8,BC,02,89,FE,EE,FE,36,00,
-22632,00000418,false,Rx,0,8,C1,02,96,FE,E3,FE,2E,00,
-22614,00000418,false,Rx,0,8,C0,02,81,FE,E2,FE,2C,00,
-22608,00000418,false,Rx,0,8,DC,02,6E,FE,07,FF,2D,00,
-22607,00000418,false,Rx,0,8,E2,02,71,FE,12,FF,2C,00,
-22601,00000418,false,Rx,0,8,D7,02,5B,FE,2A,FF,29,00,
-22591,00000418,false,Rx,0,8,D4,02,5F,FE,36,FF,2D,00,
-22587,00000418,false,Rx,0,8,D3,02,6D,FE,3F,FF,38,00,
-22580,00000418,false,Rx,0,8,C3,02,62,FE,56,FF,42,00,
-22574,00000418,false,Rx,0,8,BB,02,65,FE,59,FF,45,00,
-22564,00000418,false,Rx,0,8,AD,02,7D,FE,51,FF,3F,00,
-22557,00000418,false,Rx,0,8,94,02,7B,FE,37,FF,35,00,
-22552,00000418,false,Rx,0,8,98,02,89,FE,1F,FF,2B,00,
-22549,00000418,false,Rx,0,8,A3,02,9D,FE,13,FF,21,00,
-22535,00000418,false,Rx,0,8,A4,02,92,FE,0B,FF,1A,00,
-22270,00000418,false,Rx,0,8,AD,02,93,FE,F9,FE,1C,00,
-22270,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-22266,00000418,false,Rx,0,8,AD,02,93,FE,EA,FE,27,00,
-22254,00000418,false,Rx,0,8,C6,02,77,FE,FA,FE,34,00,
-22250,00000418,false,Rx,0,8,D5,02,74,FE,0E,FF,39,00,
-22249,00000418,false,Rx,0,8,D0,02,70,FE,22,FF,34,00,
-22244,00000418,false,Rx,0,8,C8,02,69,FE,20,FF,2D,00,
-22237,00000418,false,Rx,0,8,C7,02,6B,FE,28,FF,2A,00,
-22227,00000418,false,Rx,0,8,C7,02,65,FE,49,FF,2A,00,
-22222,00000418,false,Rx,0,8,BE,02,6E,FE,43,FF,2B,00,
-22213,00000418,false,Rx,0,8,A5,02,81,FE,2A,FF,31,00,
-22207,00000418,false,Rx,0,8,A2,02,89,FE,1F,FF,3D,00,
-22202,00000418,false,Rx,0,8,AD,02,8B,FE,05,FF,47,00,
-22195,00000418,false,Rx,0,8,AC,02,8A,FE,0B,FF,48,00,
-22176,00000418,false,Rx,0,8,B7,02,8B,FE,F6,FE,3C,00,
-22168,00000418,false,Rx,0,8,B5,02,87,FE,F3,FE,2D,00,
-22168,00000418,false,Rx,0,8,CB,02,79,FE,0A,FF,26,00,
-22165,00000418,false,Rx,0,8,CF,02,74,FE,18,FF,28,00,
-22389,00000418,false,Rx,0,8,C5,02,6B,FE,31,FF,2F,00,
-22382,00000418,false,Rx,0,8,C3,02,6C,FE,29,FF,33,00,
-22382,00000418,false,Rx,0,8,BC,02,69,FE,48,FF,33,00,
-22382,00000418,false,Rx,0,8,B8,02,72,FE,4B,FF,30,00,
-22381,00000418,false,Rx,0,8,A1,02,86,FE,2E,FF,2E,00,
-22376,00000418,false,Rx,0,8,AC,02,86,FE,23,FF,2C,00,
-22371,00000418,false,Rx,0,8,B0,02,8C,FE,05,FF,2D,00,
-22364,00000418,false,Rx,0,8,B5,02,84,FE,02,FF,34,00,
-22356,00000418,false,Rx,0,8,BB,02,87,FE,F5,FE,3D,00,
-22350,00000418,false,Rx,0,8,CB,02,76,FE,01,FF,3F,00,
-22342,00000418,false,Rx,0,8,D1,02,6E,FE,1D,FF,36,00,
-22330,00000418,false,Rx,0,8,C8,02,6B,FE,28,FF,26,00,
-22326,00000418,false,Rx,0,8,C0,02,70,FE,37,FF,1A,00,
-22319,00000418,false,Rx,0,8,B7,02,6A,FE,49,FF,17,00,
-22316,00000418,false,Rx,0,8,AA,02,79,FE,3B,FF,1D,00,
-22303,00000418,false,Rx,0,8,9D,02,89,FE,24,FF,23,00,
-22296,00000418,false,Rx,0,8,A3,02,90,FE,11,FF,24,00,
-22292,00000418,false,Rx,0,8,A6,02,8E,FE,09,FF,20,00,
-22280,00000418,false,Rx,0,8,B0,02,95,FE,EF,FE,1F,00,
-22276,00000418,false,Rx,0,8,BA,02,7A,FE,FA,FE,24,00,
-22276,00000418,false,Rx,0,8,D1,02,75,FE,11,FF,2E,00,
-22014,00000418,false,Rx,0,8,C5,02,6D,FE,26,FF,36,00,
-22006,00000418,false,Rx,0,8,C1,02,6C,FE,33,FF,34,00,
-21996,00000418,false,Rx,0,8,BE,02,6F,FE,3B,FF,28,00,
-21991,00000418,false,Rx,0,8,B2,02,80,FE,34,FF,19,00,
-21968,00000418,false,Rx,0,8,A3,02,79,FE,1E,FF,13,00,
-21959,00000610,false,Rx,0,2,02,0F,00,00,00,00,00,00,
-21958,00000418,false,Rx,0,8,B1,02,87,FE,0A,FF,1A,00,
-21958,00000418,false,Rx,0,8,B4,02,8A,FE,09,FF,24,00,
-21949,00000418,false,Rx,0,8,B4,02,87,FE,F6,FE,27,00,
-21949,00000418,false,Rx,0,8,C4,02,7B,FE,E8,FE,20,00,
-21938,00000418,false,Rx,0,8,CE,02,7B,FE,0D,FF,1B,00,
-21931,00000418,false,Rx,0,8,C0,02,6B,FE,27,FF,22,00,
-21931,00000418,false,Rx,0,8,BE,02,6E,FE,31,FF,2E,00,
-21926,00000418,false,Rx,0,8,B8,02,74,FE,47,FF,33,00,
-21922,00000418,false,Rx,0,8,A9,02,7D,FE,37,FF,29,00,
-21906,00000418,false,Rx,0,8,A0,02,89,FE,1E,FF,1B,00,
-21905,00000418,false,Rx,0,8,A6,02,96,FE,0C,FF,15,00,
-21897,00000418,false,Rx,0,8,AC,02,84,FE,01,FF,1B,00,
-21890,00000418,false,Rx,0,8,B6,02,8A,FE,F3,FE,22,00,
-22140,00000418,false,Rx,0,8,C7,02,80,FE,05,FF,23,00,
-22135,00000418,false,Rx,0,8,CD,02,6A,FE,18,FF,22,00,
-22125,00000418,false,Rx,0,8,CB,02,69,FE,27,FF,27,00,
-22119,00000418,false,Rx,0,8,BF,02,6F,FE,39,FF,33,00,
-22115,00000418,false,Rx,0,8,B7,02,6E,FE,3E,FF,39,00,
-22097,00000418,false,Rx,0,8,A6,02,80,FE,28,FF,30,00,
-22077,00000418,false,Rx,0,8,AB,02,8F,FE,0E,FF,1F,00,
-22077,00000418,false,Rx,0,8,AE,02,86,FE,07,FF,13,00,
-22077,00000418,false,Rx,0,8,B5,02,86,FE,02,FF,14,00,
-22076,00000418,false,Rx,0,8,C7,02,78,FE,12,FF,1A,00,
-22070,00000418,false,Rx,0,8,BC,02,6E,FE,24,FF,1A,00,
-22063,00000418,false,Rx,0,8,B8,02,74,FE,2A,FF,18,00,
-22058,00000418,false,Rx,0,8,B0,02,78,FE,42,FF,1C,00,
-22053,00000418,false,Rx,0,8,9E,02,81,FE,29,FF,2A,00,
-22045,00000418,false,Rx,0,8,9E,02,8A,FE,10,FF,35,00,
-22038,00000418,false,Rx,0,8,A6,02,8F,FE,05,FF,32,00,
-22033,00000611,false,Rx,0,1,01,00,00,00,00,00,00,00,
-22023,00000418,false,Rx,0,8,AF,02,8E,FE,F1,FE,24,00,
-22017,00000418,false,Rx,0,8,B9,02,84,FE,F1,FE,17,00,
-21756,00000418,false,Rx,0,8,CC,02,77,FE,08,FF,15,00,
